band_type,pellet_type,trial_num,mass_gn,calc_mass_g,velocity_mps,draw_length_m,slack_length_m,draw_weight_kg,calc_draw_force_N,note
band_B,12 mm steel,11,108.2,7.011,36.5,0.800,0.267,2.10,20.593965,
band_B,12 mm steel,12,108.2,7.011,36.5,0.800,0.267,2.10,20.593965,
band_B,12 mm steel,13,108.2,7.011,36.2,0.800,0.267,2.10,20.593965,
band_B,12 mm steel,14,108.2,7.011,36.3,0.800,0.267,2.10,20.593965,
band_B,12 mm steel,15,108.2,7.011,36.4,0.800,0.267,2.10,20.593965,
band_B,12 mm steel,16,108.2,7.011,36.5,0.800,0.267,2.10,20.593965,
band_B,12 mm steel,17,108.2,7.011,36.5,0.800,0.267,2.10,20.593965,
band_B,12 mm steel,18,108.2,7.011,36.5,0.800,0.267,2.10,20.593965,
band_B,12 mm steel,19,108.2,7.011,36.4,0.800,0.267,2.10,20.593965,
band_B,12 mm steel,20,108.2,7.011,36.5,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,1,83.6,5.417,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,2,83.8,5.430,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,3,83.6,5.417,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,4,83.6,5.417,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,5,83.6,5.417,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,6,83.8,5.430,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,7,83.6,5.417,40.3,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,8,83.6,5.417,40.3,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,9,83.6,5.417,40.1,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,10,83.8,5.430,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,11,83.6,5.417,40.3,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,12,83.5,5.411,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,13,83.6,5.417,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,14,83.8,5.430,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,15,83.6,5.417,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,16,83.8,5.430,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,17,83.6,5.417,40.1,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,18,83.6,5.417,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,19,83.6,5.417,40.2,0.800,0.267,2.10,20.593965,
band_B,11 mm steel,20,83.6,5.417,40.2,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,1,62.8,4.069,43.9,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,2,63.0,4.082,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,3,63.0,4.082,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,4,63.0,4.082,43.9,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,5,63.0,4.082,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,6,63.0,4.082,43.9,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,7,63.1,4.089,43.9,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,8,63.1,4.089,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,9,63.0,4.082,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,10,62.8,4.069,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,11,63.0,4.082,43.9,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,12,63.0,4.082,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,13,63.0,4.082,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,14,62.8,4.069,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,15,63.1,4.089,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,16,63.1,4.089,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,17,63.0,4.082,43.7,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,18,63.1,4.089,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,19,63.0,4.082,43.8,0.800,0.267,2.10,20.593965,
band_B,10 mm steel,20,63.1,4.089,43.8,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,1,46.1,2.987,47.5,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,2,46.1,2.987,47.3,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,3,46.1,2.987,47.4,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,4,46.1,2.987,47.4,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,5,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,6,46.1,2.987,47.3,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,7,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,8,46.1,2.987,47.3,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,9,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,10,46.1,2.987,47.3,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,11,46.1,2.987,47.3,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,12,46.1,2.987,47.0,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,13,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,14,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,15,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,16,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,17,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,18,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,19,46.1,2.987,47.1,0.800,0.267,2.10,20.593965,
band_B,9 mm steel,20,46.1,2.987,47.2,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,1,32.3,2.093,50.2,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,2,32.3,2.093,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,3,32.1,2.080,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,4,32.3,2.093,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,5,32.3,2.093,50.2,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,6,32.3,2.093,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,7,32.3,2.093,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,8,32.3,2.093,50.2,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,9,32.1,2.080,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,10,32.3,2.093,49.9,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,11,32.3,2.093,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,12,32.3,2.093,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,13,32.1,2.080,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,14,32.1,2.080,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,15,32.3,2.093,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,16,32.1,2.080,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,17,32.1,2.080,50.2,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,18,32.1,2.080,50.2,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,19,32.1,2.080,50.1,0.800,0.267,2.10,20.593965,
band_B,8 mm steel,20,32.1,2.080,50.0,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,1,21.6,1.400,52.6,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,2,21.5,1.393,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,3,21.6,1.400,52.4,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,4,21.6,1.400,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,5,21.6,1.400,52.4,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,6,21.6,1.400,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,7,21.6,1.400,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,8,21.5,1.393,52.5,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,9,21.6,1.400,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,10,21.6,1.400,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,11,21.6,1.400,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,12,21.5,1.393,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,13,21.6,1.400,52.2,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,14,21.6,1.400,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,15,21.6,1.400,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,16,21.6,1.400,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,17,21.5,1.393,52.2,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,18,21.5,1.393,52.1,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,19,21.5,1.393,52.3,0.800,0.267,2.10,20.593965,
band_B,7 mm steel,20,21.6,1.400,52.0,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,1,13.6,0.881,54.6,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,2,13.6,0.881,54.5,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,3,13.6,0.881,54.4,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,4,13.6,0.881,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,5,13.6,0.881,54.3,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,6,13.6,0.881,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,7,13.6,0.881,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,8,13.6,0.881,54.1,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,9,13.7,0.888,54.3,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,10,13.6,0.881,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,11,13.6,0.881,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,12,13.6,0.881,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,13,13.7,0.888,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,14,13.6,0.881,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,15,13.6,0.881,54.3,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,16,13.6,0.881,54.0,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,17,13.6,0.881,54.1,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,18,13.4,0.868,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,19,13.6,0.881,54.2,0.800,0.267,2.10,20.593965,
band_B,6 mm steel,20,13.6,0.881,54.0,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,1,10.5,0.680,55.0,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,2,10.5,0.680,54.9,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,3,10.5,0.680,54.9,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,4,10.3,0.667,55.0,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,5,10.5,0.680,54.9,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,6,10.3,0.667,54.7,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,7,10.3,0.667,54.7,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,8,10.3,0.667,54.8,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,9,10.5,0.680,54.6,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,10,10.3,0.667,54.8,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,11,10.5,0.680,54.7,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,12,10.5,0.680,54.7,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,13,10.3,0.667,54.8,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,14,10.5,0.680,54.8,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,15,10.5,0.680,54.8,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,16,10.3,0.667,54.7,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,17,10.5,0.680,54.8,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,18,10.5,0.680,54.8,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,19,10.3,0.667,54.8,0.800,0.267,2.10,20.593965,
band_B,5.5 mm steel,20,10.5,0.680,54.8,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,1,7.7,0.499,55.3,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,2,7.7,0.499,55.3,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,3,7.9,0.512,55.4,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,4,7.9,0.512,55.3,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,5,8.0,0.518,55.3,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,6,7.9,0.512,55.3,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,7,7.9,0.512,55.3,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,8,7.9,0.512,55.2,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,9,7.9,0.512,55.1,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,10,8.0,0.518,55.2,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,11,7.9,0.512,55.1,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,12,8.0,0.518,55.2,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,13,7.9,0.512,55.2,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,14,7.9,0.512,55.2,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,15,7.9,0.512,55.0,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,16,7.9,0.512,55.1,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,17,8.0,0.518,55.2,0.800,0.267,2.10,20.593965,
band_B,5 mm steel,18,7.9,0.512,55.0,0.800,0.267,2.10,20.593965,auto-fire
band_B,5 mm steel,19,8.0,0.518,55.2,0.800,0.267,2.10,20.593965,auto-fire
band_B,5 mm steel,20,7.9,0.512,55.0,0.800,0.267,2.10,20.593965,
band_B,clay,1,17.0,1.102,53.6,0.800,0.267,2.10,20.593965,
band_B,clay,2,17.0,1.102,53.5,0.800,0.267,2.10,20.593965,
band_B,clay,3,16.7,1.082,53.6,0.800,0.267,2.10,20.593965,
band_B,clay,4,16.0,1.037,53.8,0.800,0.267,2.10,20.593965,
band_B,clay,5,16.4,1.063,53.6,0.800,0.267,2.10,20.593965,
band_B,clay,6,17.1,1.108,53.4,0.800,0.267,2.10,20.593965,
band_B,clay,7,15.3,0.991,53.8,0.800,0.267,2.10,20.593965,
band_B,clay,8,16.7,1.082,53.7,0.800,0.267,2.10,20.593965,
band_B,clay,9,15.9,1.030,53.8,0.800,0.267,2.10,20.593965,
band_B,clay,10,16.5,1.069,53.6,0.800,0.267,2.10,20.593965,
band_B,clay,11,16.4,1.063,53.7,0.800,0.267,2.10,20.593965,
band_B,clay,12,16.5,1.069,53.5,0.800,0.267,2.10,20.593965,
band_B,clay,13,17.0,1.102,53.5,0.800,0.267,2.10,20.593965,
band_B,clay,14,16.2,1.050,53.7,0.800,0.267,2.10,20.593965,
band_B,clay,15,16.2,1.050,53.6,0.800,0.267,2.10,20.593965,
band_B,clay,16,16.7,1.082,53.4,0.800,0.267,2.10,20.593965,
band_B,clay,17,17.6,1.140,53.3,0.800,0.267,2.10,20.593965,
band_B,clay,18,17.6,1.140,53.1,0.800,0.267,2.10,20.593965,
band_B,clay,19,17.7,1.147,53.2,0.800,0.267,2.10,20.593965,
band_B,clay,20,16.5,1.069,53.5,0.800,0.267,2.10,20.593965,
band_B,rubber,1,9.6,0.622,54.9,0.800,0.267,2.10,20.593965,
band_B,rubber,2,9.4,0.609,55.2,0.800,0.267,2.10,20.593965,
band_B,rubber,3,9.3,0.603,55.1,0.800,0.267,2.10,20.593965,
band_B,rubber,4,9.4,0.609,55.0,0.800,0.267,2.10,20.593965,
band_B,rubber,5,9.1,0.590,55.1,0.800,0.267,2.10,20.593965,
band_B,rubber,6,9.1,0.590,55.0,0.800,0.267,2.10,20.593965,
band_B,rubber,7,9.3,0.603,55.1,0.800,0.267,2.10,20.593965,
band_B,rubber,8,9.3,0.603,55.0,0.800,0.267,2.10,20.593965,
band_B,rubber,9,9.0,0.583,55.0,0.800,0.267,2.10,20.593965,
band_B,rubber,10,9.3,0.603,55.0,0.800,0.267,2.10,20.593965,
band_B,rubber,11,9.6,0.622,54.9,0.800,0.267,2.10,20.593965,
band_B,rubber,12,9.4,0.609,55.0,0.800,0.267,2.10,20.593965,
band_B,rubber,13,9.6,0.622,54.8,0.800,0.267,2.10,20.593965,
band_B,rubber,14,9.4,0.609,54.8,0.800,0.267,2.10,20.593965,
band_B,rubber,15,9.4,0.609,55.0,0.800,0.267,2.10,20.593965,
band_B,rubber,16,9.4,0.609,55.0,0.800,0.267,2.10,20.593965,
band_B,rubber,17,9.4,0.609,54.9,0.800,0.267,2.10,20.593965,
band_B,rubber,18,9.4,0.609,54.8,0.800,0.267,2.10,20.593965,
band_B,rubber,19,9.4,0.609,54.8,0.800,0.267,2.10,20.593965,
band_B,rubber,20,9.4,0.609,54.8,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",1,54.3,3.519,45.3,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",2,54.3,3.519,45.4,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",3,54.3,3.519,45.3,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",4,54.8,3.551,45.3,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",5,54.9,3.557,45.3,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",6,54.5,3.532,45.3,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",7,54.5,3.532,45.2,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",8,54.2,3.512,45.3,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",9,54.8,3.551,45.2,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",10,54.9,3.557,45.3,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",11,54.8,3.551,45.3,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",12,54.6,3.538,45.1,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",13,54.9,3.557,45.1,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",14,54.8,3.551,45.1,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",15,54.9,3.557,45.1,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",16,54.9,3.557,45.1,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",17,54.8,3.551,45.1,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",18,54.8,3.551,45.0,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",19,54.9,3.557,45.1,0.800,0.267,2.10,20.593965,
band_B,"3/8"" steel",20,54.8,3.551,45.1,0.800,0.267,2.10,20.593965,
band_C,"1/2"" steel",1,129.0,8.359,35.9,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",2,129.2,8.372,35.6,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",3,129.2,8.372,35.8,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",4,129.2,8.372,35.6,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",5,129.2,8.372,35.6,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",6,129.2,8.372,35.6,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",7,129.2,8.372,35.6,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",8,129.2,8.372,35.3,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",9,129.2,8.372,35.4,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",10,129.2,8.372,35.5,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",11,129.2,8.372,35.7,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",12,129.0,8.359,35.5,0.800,0.269,2.42,23.732093,prior to band replacement
band_C,"1/2"" steel",13,129.0,8.359,35.3,0.800,0.269,2.42,23.732093,"noticed a tear in the band. possibly due to a prior failure to load the pouch into the release-aid, which led to a misfire."
band_C,"1/2"" steel",14,129.0,8.359,36.8,0.800,0.268,2.41,23.6340265,replaced the damaged band
band_C,"1/2"" steel",15,129.0,8.359,36.9,0.800,0.268,2.41,23.6340265,
band_C,"1/2"" steel",16,129.0,8.359,36.7,0.800,0.268,2.41,23.6340265,
band_C,"1/2"" steel",17,129.2,8.372,36.6,0.800,0.268,2.41,23.6340265,
band_C,"1/2"" steel",18,129.0,8.359,36.5,0.800,0.268,2.41,23.6340265,
band_C,"1/2"" steel",19,129.0,8.359,36.6,0.800,0.268,2.41,23.6340265,
band_C,"1/2"" steel",20,129.0,8.359,36.5,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,1,108.2,7.011,39.2,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,2,108.2,7.011,39.4,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,3,108.2,7.011,39.2,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,4,108.2,7.011,39.0,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,5,108.2,7.011,39.1,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,6,108.2,7.011,39.3,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,7,108.2,7.011,39.3,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,8,108.2,7.011,39.1,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,9,108.2,7.011,39.3,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,10,108.2,7.011,39.1,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,11,108.2,7.011,39.4,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,12,108.2,7.011,39.2,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,13,108.2,7.011,39.3,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,14,108.2,7.011,39.2,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,15,108.2,7.011,39.1,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,16,108.2,7.011,39.2,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,17,108.2,7.011,39.1,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,18,108.2,7.011,39.2,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,19,108.2,7.011,39.1,0.800,0.268,2.41,23.6340265,
band_C,12 mm steel,20,108.2,7.011,39.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,1,83.8,5.430,43.3,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,2,83.5,5.411,43.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,3,83.5,5.411,43.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,4,83.6,5.417,43.0,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,5,83.6,5.417,43.1,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,6,83.6,5.417,43.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,7,83.6,5.417,43.1,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,8,83.6,5.417,43.1,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,9,83.6,5.417,43.1,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,10,83.8,5.430,43.1,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,11,83.8,5.430,43.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,12,83.6,5.417,43.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,13,83.6,5.417,43.1,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,14,83.5,5.411,43.1,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,15,83.5,5.411,43.1,0.800,0.268,2.41,23.6340265,
