band_type,pellet_type,trial_num,mass_gn,calc_mass_g,velocity_mps,draw_length_m,slack_length_m,draw_weight_kg,calc_draw_force_N,note
band_C,11 mm steel,16,83.5,5.411,43.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,17,83.5,5.411,43.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,18,83.6,5.417,43.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,19,83.6,5.417,43.2,0.800,0.268,2.41,23.6340265,
band_C,11 mm steel,20,83.8,5.430,43.1,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,1,63.3,4.102,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,2,63.1,4.089,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,3,63.1,4.089,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,4,63.1,4.089,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,5,63.1,4.089,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,6,63.0,4.082,47.0,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,7,63.1,4.089,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,8,63.0,4.082,46.8,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,9,63.0,4.082,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,10,63.0,4.082,46.8,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,11,63.0,4.082,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,12,63.1,4.089,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,13,63.1,4.089,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,14,63.1,4.089,46.8,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,15,63.1,4.089,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,16,63.0,4.082,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,17,63.0,4.082,46.8,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,18,63.1,4.089,46.9,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,19,63.1,4.089,46.8,0.800,0.268,2.41,23.6340265,
band_C,10 mm steel,20,63.1,4.089,46.8,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,1,46.1,2.987,50.3,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,2,46.1,2.987,50.3,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,3,46.1,2.987,50.3,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,4,46.1,2.987,50.1,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,5,46.1,2.987,50.1,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,6,46.1,2.987,50.2,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,7,46.1,2.987,50.2,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,8,46.1,2.987,50.2,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,9,46.1,2.987,50.2,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,10,46.1,2.987,50.1,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,11,46.1,2.987,50.2,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,12,46.1,2.987,50.3,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,13,46.1,2.987,50.2,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,14,46.1,2.987,50.3,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,15,46.1,2.987,50.3,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,16,46.1,2.987,50.2,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,17,46.1,2.987,50.3,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,18,46.1,2.987,50.3,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,19,46.1,2.987,50.2,0.800,0.268,2.41,23.6340265,
band_C,9 mm steel,20,46.1,2.987,50.2,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,1,32.4,2.099,53.2,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,2,32.3,2.093,52.9,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,3,32.4,2.099,52.9,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,4,32.3,2.093,52.8,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,5,32.3,2.093,52.9,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,6,32.3,2.093,52.9,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,7,32.4,2.099,52.2,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,8,32.4,2.099,52.8,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,9,32.3,2.093,52.9,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,10,32.3,2.093,52.8,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,11,32.3,2.093,53.0,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,12,32.4,2.099,52.9,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,13,32.3,2.093,53.0,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,14,32.4,2.099,52.8,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,15,32.3,2.093,52.8,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,16,32.3,2.093,52.9,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,17,32.3,2.093,52.8,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,18,32.3,2.093,52.9,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,19,32.1,2.080,52.9,0.800,0.268,2.41,23.6340265,
band_C,8 mm steel,20,32.3,2.093,52.8,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,1,21.6,1.400,55.3,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,2,21.6,1.400,55.2,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,3,21.5,1.393,55.1,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,4,21.6,1.400,55.2,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,5,21.6,1.400,55.1,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,6,21.6,1.400,55.0,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,7,21.6,1.400,55.2,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,8,21.6,1.400,55.2,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,9,21.6,1.400,55.1,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,10,21.6,1.400,55.2,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,11,21.6,1.400,55.1,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,12,21.3,1.380,55.2,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,13,21.6,1.400,55.1,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,14,21.6,1.400,55.3,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,15,21.5,1.393,54.9,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,16,21.3,1.380,55.2,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,17,21.6,1.400,55.2,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,18,21.6,1.400,55.3,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,19,21.9,1.419,55.2,0.800,0.268,2.41,23.6340265,
band_C,7 mm steel,20,21.6,1.400,54.9,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,1,13.7,0.888,57.0,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,2,13.6,0.881,57.0,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,3,13.6,0.881,57.1,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,4,13.6,0.881,57.0,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,5,13.6,0.881,56.4,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,6,13.6,0.881,57.0,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,7,13.6,0.881,56.9,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,8,13.6,0.881,56.9,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,9,13.6,0.881,56.9,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,10,13.6,0.881,56.9,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,11,13.7,0.888,57.0,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,12,13.6,0.881,56.9,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,13,13.6,0.881,56.9,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,14,13.6,0.881,56.9,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,15,13.7,0.888,56.6,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,16,13.6,0.881,56.8,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,17,13.7,0.888,56.8,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,18,13.6,0.881,56.8,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,19,13.6,0.881,56.8,0.800,0.268,2.41,23.6340265,
band_C,6 mm steel,20,13.6,0.881,57.0,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,1,10.5,0.680,57.5,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,2,10.5,0.680,57.5,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,3,10.5,0.680,57.7,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,4,10.5,0.680,57.6,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,5,10.5,0.680,57.7,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,6,10.3,0.667,57.5,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,7,10.5,0.680,57.7,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,8,10.3,0.667,57.7,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,9,10.3,0.667,57.6,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,10,10.5,0.680,57.5,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,11,10.5,0.680,57.7,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,12,10.5,0.680,57.6,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,13,10.3,0.667,57.6,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,14,10.3,0.667,57.7,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,15,10.5,0.680,57.5,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,16,10.6,0.687,57.6,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,17,10.3,0.667,57.6,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,18,10.5,0.680,57.7,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,19,10.5,0.680,57.6,0.800,0.268,2.41,23.6340265,
band_C,5.5 mm steel,20,10.5,0.680,57.6,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,1,7.9,0.512,58.0,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,2,8.0,0.518,58.4,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,3,7.9,0.512,58.2,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,4,7.9,0.512,58.3,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,5,8.0,0.518,58.4,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,6,7.9,0.512,58.3,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,7,7.9,0.512,58.1,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,8,7.9,0.512,58.3,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,9,7.9,0.512,58.0,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,10,7.9,0.512,58.2,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,11,7.7,0.499,58.3,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,12,8.0,0.518,58.3,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,13,7.9,0.512,58.2,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,14,8.0,0.518,58.3,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,15,8.0,0.518,58.1,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,16,7.9,0.512,58.2,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,17,7.9,0.512,58.2,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,18,7.9,0.512,58.2,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,19,8.0,0.518,58.3,0.800,0.268,2.41,23.6340265,
band_C,5 mm steel,20,7.9,0.512,58.2,0.800,0.268,2.41,23.6340265,
band_C,clay,1,15.0,0.972,56.8,0.800,0.268,2.41,23.6340265,
band_C,clay,2,17.3,1.121,56.3,0.800,0.268,2.41,23.6340265,
band_C,clay,3,17.0,1.102,56.2,0.800,0.268,2.41,23.6340265,
band_C,clay,4,16.2,1.050,56.5,0.800,0.268,2.41,23.6340265,
band_C,clay,5,15.9,1.030,56.6,0.800,0.268,2.41,23.6340265,
band_C,clay,6,15.6,1.011,56.7,0.800,0.268,2.41,23.6340265,
band_C,clay,7,16.4,1.063,56.6,0.800,0.268,2.41,23.6340265,
band_C,clay,8,17.1,1.108,56.3,0.800,0.268,2.41,23.6340265,
band_C,clay,9,15.1,0.978,56.8,0.800,0.268,2.41,23.6340265,
band_C,clay,10,16.5,1.069,56.4,0.800,0.268,2.41,23.6340265,
band_C,clay,11,16.5,1.069,56.5,0.800,0.268,2.41,23.6340265,
band_C,clay,12,16.8,1.089,56.4,0.800,0.268,2.41,23.6340265,
band_C,clay,13,16.5,1.069,56.1,0.800,0.268,2.41,23.6340265,
band_C,clay,14,15.3,0.991,56.7,0.800,0.268,2.41,23.6340265,
band_C,clay,15,15.9,1.030,56.7,0.800,0.268,2.41,23.6340265,
band_C,clay,16,15.3,0.991,56.7,0.800,0.268,2.41,23.6340265,
band_C,clay,17,17.3,1.121,56.2,0.800,0.268,2.41,23.6340265,
band_C,clay,18,16.5,1.069,56.5,0.800,0.268,2.41,23.6340265,
band_C,clay,19,16.0,1.037,56.5,0.800,0.268,2.41,23.6340265,
band_C,clay,20,15.7,1.017,56.6,0.800,0.268,2.41,23.6340265,
band_C,rubber,1,9.4,0.609,58.2,0.800,0.268,2.41,23.6340265,
band_C,rubber,2,9.4,0.609,58.1,0.800,0.268,2.41,23.6340265,
band_C,rubber,3,9.3,0.603,57.8,0.800,0.268,2.41,23.6340265,
band_C,rubber,4,9.3,0.603,57.7,0.800,0.268,2.41,23.6340265,
band_C,rubber,5,9.3,0.603,58.1,0.800,0.268,2.41,23.6340265,
band_C,rubber,6,9.1,0.590,58.0,0.800,0.268,2.41,23.6340265,
band_C,rubber,7,9.6,0.622,58.0,0.800,0.268,2.41,23.6340265,
band_C,rubber,8,9.4,0.609,58.0,0.800,0.268,2.41,23.6340265,
band_C,rubber,9,9.3,0.603,57.9,0.800,0.268,2.41,23.6340265,
band_C,rubber,10,9.4,0.609,58.0,0.800,0.268,2.41,23.6340265,
band_C,rubber,11,9.4,0.609,58.0,0.800,0.268,2.41,23.6340265,
band_C,rubber,12,9.3,0.603,57.6,0.800,0.268,2.41,23.6340265,
band_C,rubber,13,9.4,0.609,58.0,0.800,0.268,2.41,23.6340265,
band_C,rubber,14,9.3,0.603,57.0,0.800,0.268,2.41,23.6340265,
band_C,rubber,15,9.6,0.622,57.7,0.800,0.268,2.41,23.6340265,
band_C,rubber,16,9.4,0.609,58.0,0.800,0.268,2.41,23.6340265,
band_C,rubber,17,9.4,0.609,57.7,0.800,0.268,2.41,23.6340265,
band_C,rubber,18,9.4,0.609,57.8,0.800,0.268,2.41,23.6340265,
band_C,rubber,19,9.4,0.609,57.4,0.800,0.268,2.41,23.6340265,
band_C,rubber,20,9.4,0.609,57.8,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",1,54.3,3.519,48.2,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",2,54.9,3.557,47.6,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",3,54.9,3.557,47.9,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",4,55.1,3.570,48.1,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",5,55.1,3.570,47.8,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",6,54.8,3.551,48.0,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",7,54.9,3.557,47.7,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",8,54.5,3.532,48.0,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",9,54.5,3.532,48.1,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",10,55.1,3.570,47.8,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",11,54.8,3.551,48.0,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",12,54.9,3.557,47.8,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",13,54.8,3.551,48.0,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",14,54.6,3.538,47.9,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",15,54.9,3.557,47.8,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",16,54.9,3.557,47.9,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",17,55.2,3.577,47.9,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",18,54.8,3.551,47.9,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",19,54.8,3.551,48.0,0.800,0.268,2.41,23.6340265,
band_C,"3/8"" steel",20,54.6,3.538,48.0,0.800,0.268,2.41,23.6340265,
band_D,"1/2"" steel",1,129.0,8.359,41.4,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",2,129.2,8.372,41.4,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",3,129.2,8.372,41.4,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",4,129.0,8.359,41.3,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",5,129.2,8.372,41.0,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",6,128.9,8.353,41.2,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",7,129.2,8.372,41.2,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",8,129.0,8.359,41.2,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",9,129.0,8.359,41.2,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",10,129.0,8.359,41.3,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",11,129.2,8.372,41.3,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",12,129.2,8.372,41.1,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",13,129.2,8.372,41.3,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",14,129.2,8.372,41.3,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",15,129.2,8.372,41.2,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",16,129.0,8.359,41.3,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",17,129.2,8.372,41.3,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",18,129.0,8.359,41.2,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",19,129.2,8.372,41.3,0.800,0.273,4.09,40.1091985,
band_D,"1/2"" steel",20,129.2,8.372,41.3,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,1,108.2,7.011,43.3,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,2,108.2,7.011,43.3,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,3,108.2,7.011,43.4,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,4,108.2,7.011,43.4,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,5,108.2,7.011,43.4,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,6,108.2,7.011,43.5,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,7,108.2,7.011,43.4,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,8,108.2,7.011,43.3,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,9,108.2,7.011,43.3,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,10,108.2,7.011,43.4,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,11,108.2,7.011,43.6,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,12,108.2,7.011,43.4,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,13,108.2,7.011,43.4,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,14,108.2,7.011,43.4,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,15,108.2,7.011,43.2,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,16,108.2,7.011,43.5,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,17,108.2,7.011,43.5,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,18,108.2,7.011,43.2,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,19,108.2,7.011,43.3,0.800,0.273,4.09,40.1091985,
band_D,12 mm steel,20,108.2,7.011,43.4,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,1,83.8,5.430,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,2,83.8,5.430,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,3,83.8,5.430,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,4,83.6,5.417,46.3,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,5,83.6,5.417,46.3,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,6,83.6,5.417,46.3,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,7,83.5,5.411,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,8,83.6,5.417,46.1,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,9,83.6,5.417,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,10,83.5,5.411,46.3,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,11,83.8,5.430,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,12,83.8,5.430,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,13,83.5,5.411,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,14,83.6,5.417,46.1,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,15,83.6,5.417,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,16,83.6,5.417,46.3,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,17,83.6,5.417,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,18,83.6,5.417,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,19,83.6,5.417,46.2,0.800,0.273,4.09,40.1091985,
band_D,11 mm steel,20,83.8,5.430,46.2,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,1,63.1,4.089,48.5,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,2,63.0,4.082,48.5,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,3,63.1,4.089,48.5,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,4,63.1,4.089,48.7,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,5,63.0,4.082,48.6,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,6,63.0,4.082,48.4,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,7,63.1,4.089,48.6,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,8,63.0,4.082,48.7,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,9,62.8,4.069,48.6,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,10,63.0,4.082,48.5,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,11,63.1,4.089,48.5,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,12,63.0,4.082,48.5,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,13,63.1,4.089,48.6,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,14,63.0,4.082,48.6,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,15,63.1,4.089,48.6,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,16,63.0,4.082,48.5,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,17,63.1,4.089,48.5,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,18,63.0,4.082,48.5,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,19,63.1,4.089,48.6,0.800,0.273,4.09,40.1091985,
band_D,10 mm steel,20,63.0,4.082,48.3,0.800,0.273,4.09,40.1091985,
band_D,9 mm steel,1,46.1,2.987,50.5,0.800,0.273,4.09,40.1091985,
band_D,9 mm steel,2,46.1,2.987,50.5,0.800,0.273,4.09,40.1091985,
band_D,9 mm steel,3,46.1,2.987,50.5,0.800,0.273,4.09,40.1091985,
band_D,9 mm steel,4,46.1,2.987,50.5,0.800,0.273,4.09,40.1091985,
